POSTACCT,JOURNAL,POSTDATE,REFNO,SUFFIX,TRANDATE,CNTRLNO,DESC,AMOUNT,COUNT,SYS_DATE,TYPE,COUNTER,CREDIT_AMT,POSTBY,SYSTEM,BALANCE,UNAPPLIED,STOCK,ORIG_APPLY,FISCAL,INVOICE,INVOICE2,INVOICE3,INVOICE4,INVOICE5,HEDPOST,ORIG_AMT,BATCHNO 
5400,32,2014-10-21,     31889,,2014-10-21,     31889,  TIERNO AUTOMOTIVE LLC Parts,-74.48,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31889
6400,32,2014-10-21,     31889,,2014-10-21,     31889,  TIERNO AUTOMOTIVE LLC Parts,59.58,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31889
1120,32,2014-10-21,     31890,,2014-10-21,    396360,  T&T AUTO Parts,44.95,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31890
1400,32,2014-10-21,     31890,,2014-10-21,    396360,  T&T AUTO Parts,-39.0,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31890
5400,32,2014-10-21,     31890,,2014-10-21,    396360,  T&T AUTO Parts,-44.95,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31890
6400,32,2014-10-21,     31890,,2014-10-21,    396360,  T&T AUTO Parts,39.0,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31890
1120,32,2014-10-21,     31891,,2014-10-21,    875060,  ACTION AUTO LLC Parts,89.5,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31891
1400,32,2014-10-21,     31891,,2014-10-21,    875060,  ACTION AUTO LLC Parts,-76.95,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31891
5400,32,2014-10-21,     31891,,2014-10-21,    875060,  ACTION AUTO LLC Parts,-89.5,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31891
6400,32,2014-10-21,     31891,,2014-10-21,    875060,  ACTION AUTO LLC Parts,76.95,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31891
1010,32,2014-10-21,     31892,,2014-10-21,     31892,D MOSES Parts,350.74,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31892
1400,32,2014-10-21,     31892,,2014-10-21,     31892,D MOSES Parts,-194.86,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31892
2150,32,2014-10-21,     31892,,2014-10-21,     31892,D MOSES Parts,-25.98,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31892
5420,32,2014-10-21,     31892,,2014-10-21,     31892,D MOSES Parts,-324.76,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31892
6420,32,2014-10-21,     31892,,2014-10-21,     31892,D MOSES Parts,194.86,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31892
1010,32,2014-10-21,     31893,,2014-10-21,     31893,  SMS MOTOR SPORTS Parts,19.04,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31893
1400,32,2014-10-21,     31893,,2014-10-21,     31893,  SMS MOTOR SPORTS Parts,-15.23,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31893
5420,32,2014-10-21,     31893,,2014-10-21,     31893,  SMS MOTOR SPORTS Parts,-19.04,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31893
6420,32,2014-10-21,     31893,,2014-10-21,     31893,  SMS MOTOR SPORTS Parts,15.23,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31893
1010,32,2014-10-21,     31894,,2014-10-21,     31894,K VANDEBURG Parts,201.17,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31894
1400,32,2014-10-21,     31894,,2014-10-21,     31894,K VANDEBURG Parts,-124.18,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31894
2150,32,2014-10-21,     31894,,2014-10-21,     31894,K VANDEBURG Parts,-14.9,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31894
5420,32,2014-10-21,     31894,,2014-10-21,     31894,K VANDEBURG Parts,-186.27,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31894
6420,32,2014-10-21,     31894,,2014-10-21,     31894,K VANDEBURG Parts,124.18,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31894
1010,32,2014-10-22,     31895,,2014-10-22,     31895,  PRIORITY FIRE APPARATUS AND,29.01,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31895
1400,32,2014-10-22,     31895,,2014-10-22,     31895,  PRIORITY FIRE APPARATUS AND,-23.21,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31895
5400,32,2014-10-22,     31895,,2014-10-22,     31895,  PRIORITY FIRE APPARATUS AND,-29.01,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31895
6400,32,2014-10-22,     31895,,2014-10-22,     31895,  PRIORITY FIRE APPARATUS AND,23.21,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31895
1120,32,2014-10-22,     31896,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,114.75,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31896
1400,32,2014-10-22,     31896,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,-91.8,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31896
5400,32,2014-10-22,     31896,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,-114.75,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31896
6400,32,2014-10-22,     31896,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,91.8,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31896
1120,32,2014-10-22,     31897,,2014-10-22,    682410,  TOWN OF CORTLANDVILLE HIGHWA,102.72,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31897
1400,32,2014-10-22,     31897,,2014-10-22,    682410,  TOWN OF CORTLANDVILLE HIGHWA,-68.48,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31897
5400,32,2014-10-22,     31897,,2014-10-22,    682410,  TOWN OF CORTLANDVILLE HIGHWA,-102.72,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31897
6400,32,2014-10-22,     31897,,2014-10-22,    682410,  TOWN OF CORTLANDVILLE HIGHWA,68.48,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31897
1010,32,2014-10-22,     31898,,2014-10-22,     31898,R VOCATURO Parts,153.68,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31898
1400,32,2014-10-22,     31898,,2014-10-22,     31898,R VOCATURO Parts,-85.38,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31898
2150,32,2014-10-22,     31898,,2014-10-22,     31898,R VOCATURO Parts,-11.38,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31898
5400,32,2014-10-22,     31898,,2014-10-22,     31898,R VOCATURO Parts,-142.3,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31898
6400,32,2014-10-22,     31898,,2014-10-22,     31898,R VOCATURO Parts,85.38,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31898
1010,32,2014-10-22,     31899,,2014-10-22,     31899,V LOZHKO Parts,17.33,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31899
1400,32,2014-10-22,     31899,,2014-10-22,     31899,V LOZHKO Parts,-9.63,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31899
2150,32,2014-10-22,     31899,,2014-10-22,     31899,V LOZHKO Parts,-1.28,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31899
5420,32,2014-10-22,     31899,,2014-10-22,     31899,V LOZHKO Parts,-16.05,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31899
6420,32,2014-10-22,     31899,,2014-10-22,     31899,V LOZHKO Parts,9.63,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31899
1120,32,2014-10-22,     31900,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,8.33,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31900
1400,32,2014-10-22,     31900,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,-5.55,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31900
5400,32,2014-10-22,     31900,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,-8.33,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31900
6400,32,2014-10-22,     31900,,2014-10-22,    660200,  SUN SERVICE OF CORTLAND LLC,5.55,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31900
1010,32,2014-10-22,     31901,,2014-10-22,     31901,  CASH Parts,26.96,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31901
1400,32,2014-10-22,     31901,,2014-10-22,     31901,  CASH Parts,-16.22,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31901
2150,32,2014-10-22,     31901,,2014-10-22,     31901,  CASH Parts,-2.0,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31901
5420,32,2014-10-22,     31901,,2014-10-22,     31901,  CASH Parts,-24.96,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31901
6420,32,2014-10-22,     31901,,2014-10-22,     31901,  CASH Parts,16.22,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31901
1120,32,2014-10-23,     31902,,2014-10-23,    660200,  SUN SERVICE OF CORTLAND LLC,337.29,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31902
1400,32,2014-10-23,     31902,,2014-10-23,    660200,  SUN SERVICE OF CORTLAND LLC,-269.82,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31902
5400,32,2014-10-23,     31902,,2014-10-23,    660200,  SUN SERVICE OF CORTLAND LLC,-337.29,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31902
6400,32,2014-10-23,     31902,,2014-10-23,    660200,  SUN SERVICE OF CORTLAND LLC,269.82,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31902
1120,32,2014-10-23,     31903,,2014-10-23,    486130,  GEORGE JR. REPUBLIC Parts,90.61,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31903
1400,32,2014-10-23,     31903,,2014-10-23,    486130,  GEORGE JR. REPUBLIC Parts,-72.48,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31903
5400,32,2014-10-23,     31903,,2014-10-23,    486130,  GEORGE JR. REPUBLIC Parts,-90.61,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31903
6400,32,2014-10-23,     31903,,2014-10-23,    486130,  GEORGE JR. REPUBLIC Parts,72.48,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31903
1120,32,2014-10-23,     31904,,2014-10-23,    875060,  ACTION AUTO LLC Parts,88.55,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31904
1400,32,2014-10-23,     31904,,2014-10-23,    875060,  ACTION AUTO LLC Parts,-70.84,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31904
5400,32,2014-10-23,     31904,,2014-10-23,    875060,  ACTION AUTO LLC Parts,-88.55,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31904
6400,32,2014-10-23,     31904,,2014-10-23,    875060,  ACTION AUTO LLC Parts,70.84,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31904
1120,32,2014-10-23,     31905,,2014-10-23,    C65661,  DDS UTILITIES Parts,72.4,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31905
1400,32,2014-10-23,     31905,,2014-10-23,    C65661,  DDS UTILITIES Parts,-53.09,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31905
5400,32,2014-10-23,     31905,,2014-10-23,    C65661,  DDS UTILITIES Parts,-72.4,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31905
6400,32,2014-10-23,     31905,,2014-10-23,    C65661,  DDS UTILITIES Parts,53.09,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31905
1010,32,2014-10-23,     31906,,2014-10-23,     31906,  PERFORMANCE AUTO AND MARINE,144.02,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31906
1400,32,2014-10-23,     31906,,2014-10-23,     31906,  PERFORMANCE AUTO AND MARINE,-115.22,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31906
5420,32,2014-10-23,     31906,,2014-10-23,     31906,  PERFORMANCE AUTO AND MARINE,-144.02,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31906
6420,32,2014-10-23,     31906,,2014-10-23,     31906,  PERFORMANCE AUTO AND MARINE,115.22,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31906
1010,32,2014-10-23,     31907,,2014-10-23,     31907,J GREENE Parts,102.6,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31907
1400,32,2014-10-23,     31907,,2014-10-23,     31907,J GREENE Parts,-66.5,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31907
2150,32,2014-10-23,     31907,,2014-10-23,     31907,J GREENE Parts,-7.6,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31907
5400,32,2014-10-23,     31907,,2014-10-23,     31907,J GREENE Parts,-95.0,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31907
6400,32,2014-10-23,     31907,,2014-10-23,     31907,J GREENE Parts,66.5,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31907
1010,32,2014-10-23,     31908,,2014-10-23,     31908,V STULL Parts,54.22,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31908
1400,32,2014-10-23,     31908,,2014-10-23,     31908,V STULL Parts,-50.2,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31908
2150,32,2014-10-23,     31908,,2014-10-23,     31908,V STULL Parts,-4.02,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31908
5420,32,2014-10-23,     31908,,2014-10-23,     31908,V STULL Parts,-50.2,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31908
6420,32,2014-10-23,     31908,,2014-10-23,     31908,V STULL Parts,50.2,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31908
1120,32,2014-10-24,     31909,,2014-10-24,    728580,  CLARKS TRANSMISSION SERVICE,37.05,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31909
1400,32,2014-10-24,     31909,,2014-10-24,    728580,  CLARKS TRANSMISSION SERVICE,-29.41,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31909
5400,32,2014-10-24,     31909,,2014-10-24,    728580,  CLARKS TRANSMISSION SERVICE,-37.05,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31909
6400,32,2014-10-24,     31909,,2014-10-24,    728580,  CLARKS TRANSMISSION SERVICE,29.41,1,2014-10-24,19,0,0,GORDY PAGE,IN,0.0,0.0,,0,0,,,,,,,0.0,     31909
1120,32,2014-10-24,     31910,,2014-10-24,    660200,  SUN SERVICE OF CORTLAND LLC,163.45,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31910
1400,32,2014-10-24,     31910,,2014-10-24,    660200,  SUN SERVICE OF CORTLAND LLC,-130.76,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31910
5400,32,2014-10-24,     31910,,2014-10-24,    660200,  SUN SERVICE OF CORTLAND LLC,-163.45,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31910
6400,32,2014-10-24,     31910,,2014-10-24,    660200,  SUN SERVICE OF CORTLAND LLC,130.76,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31910
1010,32,2014-10-24,     31911,,2014-10-24,     31911,J DUNHAM Parts,103.64,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31911
1400,32,2014-10-24,     31911,,2014-10-24,     31911,J DUNHAM Parts,-95.96,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31911
2150,32,2014-10-24,     31911,,2014-10-24,     31911,J DUNHAM Parts,-7.68,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31911
5420,32,2014-10-24,     31911,,2014-10-24,     31911,J DUNHAM Parts,-95.96,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31911
6420,32,2014-10-24,     31911,,2014-10-24,     31911,J DUNHAM Parts,95.96,1,2014-10-24,19,0,0,Jon-Christ Andresen,IN,0.0,0.0,,0,0,,,,,,,0.0,     31911
2310,60,2014-10-24,     32284,,2014-10-24,,,10892.18,0,2014-10-24,8,0,0,Jesse Dovi,AC,10892.18,0.0,,0,0,,,,,,,0.0,
2310,60,2014-10-24,     32284,,2014-10-24,,,19609.45,0,2014-10-24,8,0,0,Jesse Dovi,AC,19609.45,0.0,,0,0,,,,,,,0.0,
1001,60,2014-10-24,     32284,,2014-10-24,     32284,TOMPKINS TRUST CO,-30501.63,0,2014-10-24,8,0,0,Jesse Dovi,AC,0.0,0.0,,0,0,,,,,,,0.0,
1121,50,2014-10-16,    101295,0000,2014-10-16,,VMCDAE,-2616.78,0,2014-10-24,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-2616.78,    101295
1001,50,2014-10-16,    101295,0000,2014-10-16,,VMCDAE,2616.78,0,2014-10-24,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,2616.78,    101295
1350,50,2014-10-16,    101289,0000,2014-10-16,     P1720,ENTERPRISE,-100.0,0,2014-10-24,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-100.0,    101289
1010,50,2014-10-16,    101289,0000,2014-10-16,,ENTERPRISE,100.0,0,2014-10-24,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,100.0,    101289
1400,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,-388.86,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
1442,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,-10.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
5470,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,-466.61,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
5730,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,-363.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
5850,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,-15.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
6470,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,388.86,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
6730,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,191.8,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
6850,31,2014-10-24,    124213,,2014-09-24,    124213,DOVI MOTORS INC,10.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
7230,31,2014-10-24,    124213,,2014-09-24,    124213,Used Car Dept Policy,844.61,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
1440,31,2014-10-24,    124213,,2014-09-24,      4113,DOVI MOTORS INC,-191.8,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124213
1121,30,2014-10-24,    124595,,2014-10-16,    124595,Credit Cards,1266.24,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
1400,30,2014-10-24,    124595,,2014-10-16,    124595,V&J HOLDINGS,-113.69,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
2150,30,2014-10-24,    124595,,2014-10-16,    124595,Customer Pay Taxes,-93.8,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
5430,30,2014-10-24,    124595,,2014-10-16,    124595,V&J HOLDINGS,-197.44,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
5700,30,2014-10-24,    124595,,2014-10-16,    124595,V&J HOLDINGS,-975.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
6430,30,2014-10-24,    124595,,2014-10-16,    124595,V&J HOLDINGS,113.69,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
6700,30,2014-10-24,    124595,,2014-10-16,    124595,V&J HOLDINGS,375.95,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
1440,30,2014-10-24,    124595,,2014-10-16,      9439,V&J HOLDINGS,-375.95,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124595
5730,31,2014-10-24,    124854,,2014-10-17,    124854,CUTE,-6.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124854
6730,31,2014-10-24,    124854,,2014-10-17,    124854,CUTE,4.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124854
7750,31,2014-10-24,    124854,,2014-10-17,    124854,Service Dept Policy,6.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124854
1440,31,2014-10-24,    124854,,2014-10-17,      6337,CUTE,-4.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124854
2150,30,2014-10-24,    124939,,2014-10-01,    124939,Customer Pay Taxes,-26.46,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
1440,30,2014-10-24,    124939,,2014-10-01,      6475,BUCKLEY,-21.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
1120,30,2014-10-24,    124939,,2014-10-01,    923830,Charge Account,357.17,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
1400,30,2014-10-24,    124939,,2014-10-01,    923830,BUCKLEY,-108.43,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
5430,30,2014-10-24,    124939,,2014-10-01,    923830,BUCKLEY,-180.72,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
5700,30,2014-10-24,    124939,,2014-10-01,    923830,BUCKLEY,-149.99,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
6430,30,2014-10-24,    124939,,2014-10-01,    923830,BUCKLEY,108.43,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
6700,30,2014-10-24,    124939,,2014-10-01,    923830,BUCKLEY,21.0,1,2014-10-24,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    124939
